description_word,total_cnt,money,interview,edu,job,consult,cnt_money,cnt_interview,cnt_edu,cnt_job,cnt_consult
날짜,2.0,1,0,0,1,0,2.0,0.0,0.0,2.0,0.0
진정,2.0,0,0,1,0,1,0.0,0.0,2.0,0.0,2.0
중추적,1.0,0,0,0,1,1,0.0,0.0,0.0,1.0,1.0
연락관,1.0,1,0,1,0,0,1.0,0.0,1.0,0.0,0.0
생애금융설계,1.0,0,0,1,0,1,0.0,0.0,1.0,0.0,1.0
고려대학교,1.0,1,0,0,0,0,1.0,0.0,0.0,0.0,0.0
투어,1.0,0,1,1,0,0,0.0,1.0,1.0,0.0,0.0
인천콘텐츠코리아랩,1.0,0,0,1,0,1,0.0,0.0,1.0,0.0,1.0
취업세미나,1.0,0,0,0,1,1,0.0,0.0,0.0,1.0,1.0
청년리더,1.0,1,0,1,0,0,1.0,0.0,1.0,0.0,0.0
습지보호구역,1.0,1,0,1,0,0,1.0,0.0,1.0,0.0,0.0
방위산업,3.0,0,0,1,0,0,0.0,0.0,3.0,0.0,0.0
온라인일자리박람회,1.0,0,0,0,1,0,0.0,0.0,0.0,1.0,0.0
기업소개,2.0,0,0,0,0,1,0.0,0.0,0.0,0.0,2.0
코디서비스,1.0,1,1,0,0,0,1.0,1.0,0.0,0.0,0.0
행복지원사업,1.0,1,0,0,1,0,1.0,0.0,0.0,1.0,0.0
세계시장,1.0,1,0,1,0,0,1.0,0.0,1.0,0.0,0.0
청주,2.0,0,0,0,1,1,0.0,0.0,0.0,1.0,2.0
시설운영,1.0,0,0,1,0,0,0.0,0.0,1.0,0.0,0.0
직무특강,2.0,0,1,0,0,1,0.0,1.0,0.0,0.0,2.0
상대적,1.0,1,0,1,0,0,1.0,0.0,1.0,0.0,0.0
과천시,1.0,0,1,0,0,0,0.0,1.0,0.0,0.0,0.0
교육기반,1.0,0,0,1,0,0,0.0,0.0,1.0,0.0,0.0
시일,1.0,1,0,0,1,0,1.0,0.0,0.0,1.0,0.0
직무능력향상,1.0,0,0,1,1,0,0.0,0.0,1.0,1.0,0.0
독일,1.0,1,0,0,0,0,1.0,0.0,0.0,0.0,0.0
기자재,1.0,0,0,1,1,0,0.0,0.0,1.0,1.0,0.0
후계인력,1.0,0,0,1,0,0,0.0,0.0,1.0,0.0,0.0
보호종료아동,1.0,0,0,0,0,1,0.0,0.0,0.0,0.0,1.0
서비원,1.0,0,0,1,1,0,0.0,0.0,1.0,1.0,0.0
수요자맞춤형,1.0,0,0,0,1,0,0.0,0.0,0.0,1.0,0.0
슬로시티,1.0,1,0,1,0,0,1.0,0.0,1.0,0.0,0.0
파견비용,2.0,1,0,1,0,0,2.0,0.0,2.0,0.0,0.0
성공취업,1.0,0,1,0,0,0,0.0,1.0,0.0,0.0,0.0
근무환경,1.0,1,0,0,1,0,1.0,0.0,0.0,1.0,0.0
고숙련,1.0,1,0,0,0,0,1.0,0.0,0.0,0.0,0.0
순창군,1.0,1,0,0,1,0,1.0,0.0,0.0,1.0,0.0
정선아카데미,1.0,0,0,1,0,0,0.0,0.0,1.0,0.0,0.0
금지,1.0,0,0,1,0,0,0.0,0.0,1.0,0.0,0.0
무료정장대여서비스지원,1.0,0,1,0,0,0,0.0,1.0,0.0,0.0,0.0
역외,1.0,1,0,0,1,0,1.0,0.0,0.0,1.0,0.0
구래청년지원센터,1.0,0,1,0,0,1,0.0,1.0,0.0,0.0,1.0
경로,1.0,0,0,1,1,0,0.0,0.0,1.0,1.0,0.0
취업창업,1.0,0,1,0,0,1,0.0,1.0,0.0,0.0,1.0
마음열기,1.0,0,0,0,0,1,0.0,0.0,0.0,0.0,1.0
빈곤극복,1.0,0,0,1,0,0,0.0,0.0,1.0,0.0,0.0
중기봉사단,1.0,1,0,1,0,0,1.0,0.0,1.0,0.0,0.0
선취업,1.0,1,0,0,0,0,1.0,0.0,0.0,0.0,0.0
기업납입금,1.0,1,0,0,0,0,1.0,0.0,0.0,0.0,0.0
전용자금,1.0,1,0,0,1,0,1.0,0.0,0.0,1.0,0.0
민간경상보조사업,1.0,1,0,0,0,0,1.0,0.0,0.0,0.0,0.0
대민서비스,1.0,1,0,0,0,0,1.0,0.0,0.0,0.0,0.0
중동,1.0,1,0,0,0,0,1.0,0.0,0.0,0.0,0.0
서울청년센터,3.0,0,0,0,0,1,0.0,0.0,0.0,0.0,3.0
잡담,1.0,0,0,0,0,1,0.0,0.0,0.0,0.0,1.0
서민생활,1.0,1,0,0,0,0,1.0,0.0,0.0,0.0,0.0
생계안정화,1.0,1,0,0,1,0,1.0,0.0,0.0,1.0,0.0
대학생진,1.0,0,0,0,0,1,0.0,0.0,0.0,0.0,1.0
학회참석,1.0,1,0,1,0,0,1.0,0.0,1.0,0.0,0.0
코칭비,1.0,1,0,1,0,0,1.0,0.0,1.0,0.0,0.0
공공사회적,1.0,0,0,0,1,0,0.0,0.0,0.0,1.0,0.0
다음달,1.0,1,0,0,1,0,1.0,0.0,0.0,1.0,0.0
예술기획,1.0,0,0,1,0,0,0.0,0.0,1.0,0.0,0.0
증서,1.0,0,0,1,0,0,0.0,0.0,1.0,0.0,0.0
자율주행,1.0,0,0,1,0,0,0.0,0.0,1.0,0.0,0.0
임차비,3.0,1,0,0,1,0,3.0,0.0,0.0,1.0,0.0
분할적립,1.0,1,0,0,1,0,1.0,0.0,0.0,1.0,0.0
지원장기근속,1.0,1,0,0,0,0,1.0,0.0,0.0,0.0,0.0
익월,2.0,1,0,0,1,0,2.0,0.0,0.0,1.0,0.0
저소득계층,1.0,1,0,1,0,0,1.0,0.0,1.0,0.0,0.0
청소,1.0,0,0,1,0,0,0.0,0.0,1.0,0.0,0.0
사회수요,1.0,0,0,1,1,0,0.0,0.0,1.0,1.0,0.0
미생물,1.0,1,0,1,0,0,1.0,0.0,1.0,0.0,0.0
지역균형발전,2.0,1,0,0,0,0,2.0,0.0,0.0,0.0,0.0
라디오,1.0,0,1,1,0,0,0.0,1.0,1.0,0.0,0.0
베트남,2.0,1,0,1,0,0,2.0,0.0,2.0,0.0,0.0
상담창구,1.0,0,0,0,0,1,0.0,0.0,0.0,0.0,1.0
통합기능,2.0,0,0,0,0,1,0.0,0.0,0.0,0.0,2.0
대인관계,2.0,0,0,0,0,1,0.0,0.0,0.0,0.0,2.0
우수스타트업,1.0,1,0,0,0,0,1.0,0.0,0.0,0.0,0.0
영등포구,1.0,0,1,0,0,1,0.0,1.0,0.0,0.0,1.0
너지,1.0,0,0,1,0,0,0.0,0.0,1.0,0.0,0.0
청년교육,1.0,0,0,1,1,0,0.0,0.0,1.0,1.0,0.0
의료물품,1.0,1,0,1,0,0,1.0,0.0,1.0,0.0,0.0
경쟁,2.0,1,0,0,1,0,2.0,0.0,0.0,2.0,0.0
출장비,1.0,1,0,1,0,0,1.0,0.0,1.0,0.0,0.0
성인,1.0,0,0,0,0,1,0.0,0.0,0.0,0.0,1.0
농촌창업,1.0,1,0,0,0,0,1.0,0.0,0.0,0.0,0.0
신규선발,1.0,1,0,0,0,0,1.0,0.0,0.0,0.0,0.0
강의당,1.0,1,0,0,0,0,1.0,0.0,0.0,0.0,0.0
직선거리,1.0,1,0,0,1,0,1.0,0.0,0.0,1.0,0.0
농촌지도자,1.0,1,0,1,0,0,1.0,0.0,1.0,0.0,0.0
통합연계,1.0,0,0,0,1,1,0.0,0.0,0.0,1.0,1.0
검정,1.0,1,0,1,0,0,1.0,0.0,1.0,0.0,0.0
세부사업,1.0,0,0,0,0,1,0.0,0.0,0.0,0.0,1.0
구성원,1.0,1,0,1,0,0,1.0,0.0,1.0,0.0,0.0
교육센터,1.0,0,0,1,0,0,0.0,0.0,1.0,0.0,0.0
사회취약계층,1.0,0,0,1,0,0,0.0,0.0,1.0,0.0,0.0
농식품가공산업,1.0,0,0,1,1,0,0.0,0.0,1.0,1.0,0.0
출석,1.0,1,0,1,0,0,1.0,0.0,1.0,0.0,0.0
서구일자리센터,1.0,0,0,0,0,1,0.0,0.0,0.0,0.0,1.0
목포시,1.0,0,0,0,1,0,0.0,0.0,0.0,1.0,0.0
인재양성사업,1.0,0,0,1,0,0,0.0,0.0,1.0,0.0,0.0
기초양성,2.0,0,0,1,0,0,0.0,0.0,2.0,0.0,0.0
일치,1.0,0,0,0,1,0,0.0,0.0,0.0,1.0,0.0
인턴경험,2.0,1,0,0,1,0,2.0,0.0,0.0,2.0,0.0
경북청년,1.0,0,0,0,1,0,0.0,0.0,0.0,1.0,0.0
지방소멸,1.0,1,0,0,1,0,1.0,0.0,0.0,1.0,0.0
민간취업연계,1.0,0,0,1,1,0,0.0,0.0,1.0,1.0,0.0
이모티콘제작,1.0,0,0,1,0,0,0.0,0.0,1.0,0.0,0.0
학과운영비,1.0,1,0,1,0,0,1.0,0.0,1.0,0.0,0.0
김제종자생명산업특구,1.0,0,0,0,1,0,0.0,0.0,0.0,1.0,0.0
일경험드림,2.0,0,0,0,1,0,0.0,0.0,0.0,2.0,0.0
집체,1.0,0,0,1,0,0,0.0,0.0,1.0,0.0,0.0
욕구,1.0,1,0,1,0,0,1.0,0.0,1.0,0.0,0.0
일자리종합지원센터,2.0,0,0,0,1,1,0.0,0.0,0.0,1.0,2.0
기종한정교육과정,1.0,0,0,1,0,0,0.0,0.0,1.0,0.0,0.0
실습교육,2.0,0,0,1,1,0,0.0,0.0,2.0,2.0,0.0
손금산입,1.0,1,0,0,1,0,1.0,0.0,0.0,1.0,0.0
용산구,1.0,0,0,0,1,0,0.0,0.0,0.0,1.0,0.0
사전정보,1.0,1,0,0,0,1,1.0,0.0,0.0,0.0,1.0
고급훈련과정,1.0,1,0,1,0,0,1.0,0.0,1.0,0.0,0.0
행정기록물,1.0,1,0,0,0,0,1.0,0.0,0.0,0.0,0.0
청도,1.0,1,0,0,1,0,1.0,0.0,0.0,1.0,0.0
경북대,1.0,0,0,0,0,1,0.0,0.0,0.0,0.0,1.0
청년간호사,1.0,1,0,0,0,0,1.0,0.0,0.0,0.0,0.0
동남아,1.0,1,0,0,0,0,1.0,0.0,0.0,0.0,0.0
매장,1.0,0,0,0,1,0,0.0,0.0,0.0,1.0,0.0
노동기본권,2.0,1,0,1,0,0,2.0,0.0,2.0,0.0,0.0
인력난해소,1.0,0,0,0,0,1,0.0,0.0,0.0,0.0,1.0
교육사업,2.0,1,0,1,0,0,1.0,0.0,2.0,0.0,0.0
금융정보,1.0,0,0,1,0,1,0.0,0.0,1.0,0.0,1.0
캠프,1.0,0,0,1,0,1,0.0,0.0,1.0,0.0,1.0
신학,1.0,0,0,1,1,0,0.0,0.0,1.0,1.0,0.0
분위기,1.0,1,0,0,0,0,1.0,0.0,0.0,0.0,0.0
인프라구축지역단위,1.0,0,0,0,0,1,0.0,0.0,0.0,0.0,1.0
협동심,1.0,0,0,1,0,0,0.0,0.0,1.0,0.0,0.0
통합적,1.0,0,0,0,0,1,0.0,0.0,0.0,0.0,1.0
채용기준,1.0,0,0,0,0,1,0.0,0.0,0.0,0.0,1.0
능력향상,2.0,0,0,1,1,0,0.0,0.0,2.0,1.0,0.0
남자,5.0,0,1,0,0,0,0.0,5.0,0.0,0.0,0.0
직장체험,3.0,1,0,0,1,0,2.0,0.0,0.0,2.0,0.0
자립멘토링,1.0,0,0,1,0,1,0.0,0.0,1.0,0.0,1.0
수령,1.0,1,0,0,0,0,1.0,0.0,0.0,0.0,0.0
의료봉사활동,2.0,1,0,1,0,0,2.0,0.0,2.0,0.0,0.0
오랑,1.0,0,0,0,0,1,0.0,0.0,0.0,0.0,1.0
급량비,1.0,1,0,0,1,0,1.0,0.0,0.0,1.0,0.0
취업등강,1.0,0,0,1,0,1,0.0,0.0,1.0,0.0,1.0
평생학습,2.0,0,0,1,0,0,0.0,0.0,2.0,0.0,0.0
인증기업,1.0,1,0,0,1,0,1.0,0.0,0.0,1.0,0.0
행정업무,2.0,1,0,0,1,0,2.0,0.0,0.0,2.0,0.0
광진구,1.0,1,0,0,0,0,1.0,0.0,0.0,0.0,0.0
지원식비,1.0,1,0,1,0,0,1.0,0.0,1.0,0.0,0.0
안전관리비,1.0,1,0,1,0,0,1.0,0.0,1.0,0.0,0.0
사업지원,1.0,0,0,0,0,1,0.0,0.0,0.0,0.0,1.0
영도구형,1.0,0,0,0,1,0,0.0,0.0,0.0,1.0,0.0
충청권,1.0,0,0,0,0,1,0.0,0.0,0.0,0.0,1.0
협약대학,1.0,0,0,1,1,0,0.0,0.0,1.0,1.0,0.0
베이스,1.0,1,0,0,0,0,1.0,0.0,0.0,0.0,0.0
산업간,1.0,0,0,1,1,0,0.0,0.0,1.0,1.0,0.0
청장,3.0,0,0,0,1,1,0.0,0.0,0.0,1.0,1.0
육성청년,1.0,1,0,1,0,0,1.0,0.0,1.0,0.0,0.0
기숙사,7.0,1,0,0,1,0,7.0,0.0,0.0,7.0,0.0
구직활동비용,1.0,1,1,0,0,0,1.0,1.0,0.0,0.0,0.0
화상,1.0,0,1,0,0,1,0.0,1.0,0.0,0.0,1.0
상주기업,1.0,0,1,0,0,1,0.0,1.0,0.0,0.0,1.0
인공지능대학원지원,1.0,1,0,1,0,0,1.0,0.0,1.0,0.0,0.0
자활사업,1.0,0,0,0,0,1,0.0,0.0,0.0,0.0,1.0
학업정진,1.0,0,0,1,0,1,0.0,0.0,1.0,0.0,1.0
신용장,1.0,0,0,1,0,0,0.0,0.0,1.0,0.0,0.0
지역맞춤형일자리창출지원,1.0,0,0,1,1,0,0.0,0.0,1.0,1.0,0.0
캠프사업,1.0,0,0,0,0,1,0.0,0.0,0.0,0.0,1.0
기타지원금,2.0,1,0,0,1,0,2.0,0.0,0.0,1.0,0.0
교육기부활동,2.0,0,0,1,0,1,0.0,0.0,2.0,0.0,2.0
기업탐방단,1.0,0,0,0,0,1,0.0,0.0,0.0,0.0,1.0
노동력,1.0,0,0,0,1,0,0.0,0.0,0.0,1.0,0.0
기업경영,1.0,1,0,0,1,0,1.0,0.0,0.0,1.0,0.0
객원,1.0,0,0,0,1,0,0.0,0.0,0.0,1.0,0.0
취업촉진지원,1.0,0,0,1,1,0,0.0,0.0,1.0,1.0,0.0
행정체험단,1.0,1,0,0,0,0,1.0,0.0,0.0,0.0,0.0
최신지식,1.0,0,0,1,1,0,0.0,0.0,1.0,1.0,0.0
기초반,1.0,1,0,1,0,0,1.0,0.0,1.0,0.0,0.0
고용연계,1.0,0,0,1,1,0,0.0,0.0,1.0,1.0,0.0
채용사업,1.0,1,0,0,1,0,1.0,0.0,0.0,1.0,0.0
휴직,1.0,1,0,1,0,0,1.0,0.0,1.0,0.0,0.0
이민,1.0,1,0,1,0,0,1.0,0.0,1.0,0.0,0.0
식품산업단지,1.0,0,0,0,1,1,0.0,0.0,0.0,1.0,1.0
일정율,2.0,0,0,0,1,0,0.0,0.0,0.0,2.0,0.0
강점강화,1.0,0,1,0,1,0,0.0,1.0,0.0,1.0,0.0
안전공급,1.0,0,0,1,0,0,0.0,0.0,1.0,0.0,0.0
특화제품,1.0,0,0,1,1,0,0.0,0.0,1.0,1.0,0.0
실전모의면접,1.0,0,1,0,0,0,0.0,1.0,0.0,0.0,0.0
직업흥미검사,1.0,0,0,0,0,1,0.0,0.0,0.0,0.0,1.0
사업단,3.0,0,0,0,1,1,0.0,0.0,0.0,1.0,2.0
건강개선,1.0,0,0,0,0,1,0.0,0.0,0.0,0.0,1.0
특례보증,1.0,1,0,0,0,0,1.0,0.0,0.0,0.0,0.0
지원과정,1.0,1,0,1,0,0,1.0,0.0,1.0,0.0,0.0
미래인재개발원,1.0,1,0,0,0,0,1.0,0.0,0.0,0.0,0.0
만기,2.0,1,0,0,1,0,2.0,0.0,0.0,1.0,0.0
성공정착,1.0,1,0,0,0,0,1.0,0.0,0.0,0.0,0.0
자리,2.0,1,0,0,0,1,1.0,0.0,0.0,0.0,1.0
준비자,1.0,0,0,0,1,1,0.0,0.0,0.0,1.0,1.0
하수도,1.0,0,0,0,1,1,0.0,0.0,0.0,1.0,1.0
농업경쟁력,1.0,0,0,1,0,0,0.0,0.0,1.0,0.0,0.0
잡카페,1.0,0,0,0,0,1,0.0,0.0,0.0,0.0,1.0
신용위험등급,1.0,1,0,0,1,0,1.0,0.0,0.0,1.0,0.0
불편,1.0,1,0,1,0,0,1.0,0.0,1.0,0.0,0.0
관악캠프,1.0,0,0,0,0,1,0.0,0.0,0.0,0.0,1.0
게시판,1.0,0,0,0,0,1,0.0,0.0,0.0,0.0,1.0
발생액,1.0,1,0,0,0,0,1.0,0.0,0.0,0.0,0.0
특별지원사업,1.0,1,0,0,0,0,1.0,0.0,0.0,0.0,0.0
세대공존시설,1.0,0,0,1,1,0,0.0,0.0,1.0,1.0,0.0
휴가비,2.0,1,0,0,0,0,2.0,0.0,0.0,0.0,0.0
제약,1.0,0,0,0,1,1,0.0,0.0,0.0,1.0,1.0
벤처투자자,1.0,1,0,1,0,0,1.0,0.0,1.0,0.0,0.0
마스터,1.0,0,1,0,0,1,0.0,1.0,0.0,0.0,1.0
신체활동,1.0,0,0,0,0,1,0.0,0.0,0.0,0.0,1.0
개척,1.0,0,0,0,0,1,0.0,0.0,0.0,0.0,1.0
시간당,4.0,1,0,0,1,0,4.0,0.0,0.0,2.0,0.0
숙식비,1.0,1,0,1,0,0,1.0,0.0,1.0,0.0,0.0
장학생,2.0,1,0,1,0,0,2.0,0.0,1.0,0.0,0.0
목공,3.0,0,0,1,0,0,0.0,0.0,3.0,0.0,0.0
창업기업가정신,2.0,0,0,1,0,1,0.0,0.0,2.0,0.0,2.0
슈메이터,1.0,0,0,1,0,0,0.0,0.0,1.0,0.0,0.0
청나래,3.0,0,1,0,0,0,0.0,3.0,0.0,0.0,0.0
청년일자리허브,1.0,1,0,0,1,0,1.0,0.0,0.0,1.0,0.0
실감형콘텐츠,1.0,0,0,1,0,0,0.0,0.0,1.0,0.0,0.0
해양수산,3.0,0,0,1,0,0,0.0,0.0,3.0,0.0,0.0
오디션데이,1.0,0,0,0,1,0,0.0,0.0,0.0,1.0,0.0
퇴지금,1.0,1,0,0,1,0,1.0,0.0,0.0,1.0,0.0
대표자,1.0,0,0,1,0,0,0.0,0.0,1.0,0.0,0.0
종합보험,2.0,1,0,1,0,0,2.0,0.0,1.0,0.0,0.0
문의,1.0,1,0,0,1,0,1.0,0.0,0.0,1.0,0.0
안전장비,1.0,1,0,1,0,0,1.0,0.0,1.0,0.0,0.0
건강지원,1.0,0,0,1,1,0,0.0,0.0,1.0,1.0,0.0
추천가능,1.0,0,0,0,1,0,0.0,0.0,0.0,1.0,0.0
과정명,1.0,1,0,1,0,0,1.0,0.0,1.0,0.0,0.0
월단위,1.0,1,0,0,1,0,1.0,0.0,0.0,1.0,0.0
공연문화,2.0,0,0,0,0,1,0.0,0.0,0.0,0.0,2.0
학생참가비,3.0,1,0,1,0,0,3.0,0.0,3.0,0.0,0.0
사업소,2.0,1,0,0,1,0,2.0,0.0,0.0,2.0,0.0
블라인드,3.0,0,0,0,0,1,0.0,0.0,0.0,0.0,3.0
이수자,1.0,0,0,1,0,0,0.0,0.0,1.0,0.0,0.0
창작환경,1.0,1,0,0,0,0,1.0,0.0,0.0,0.0,0.0
양평청년,1.0,0,1,0,0,0,0.0,1.0,0.0,0.0,0.0
영상물,1.0,1,0,0,0,0,1.0,0.0,0.0,0.0,0.0
과학자군,1.0,1,0,1,0,0,1.0,0.0,1.0,0.0,0.0
사업주단체,1.0,1,0,1,0,0,1.0,0.0,1.0,0.0,0.0
청춘센터,1.0,0,0,0,1,1,0.0,0.0,0.0,1.0,1.0
임금격차해소,2.0,1,0,0,1,0,2.0,0.0,0.0,1.0,0.0
예술활동,3.0,1,0,0,1,0,3.0,0.0,0.0,1.0,0.0
국제교류,1.0,0,0,1,0,0,0.0,0.0,1.0,0.0,0.0
합격조건,1.0,0,0,0,1,0,0.0,0.0,0.0,1.0,0.0
심층,3.0,0,1,0,0,1,0.0,1.0,0.0,0.0,3.0
청년愛꿈,1.0,0,0,0,1,0,0.0,0.0,0.0,1.0,0.0
질병,1.0,1,0,1,0,0,1.0,0.0,1.0,0.0,0.0
울산지역,1.0,1,0,0,1,0,1.0,0.0,0.0,1.0,0.0
청년창업관련,2.0,0,0,1,0,1,0.0,0.0,2.0,0.0,2.0
최초전입,1.0,1,0,0,0,0,1.0,0.0,0.0,0.0,0.0
청년커피사업단,1.0,1,0,0,0,0,1.0,0.0,0.0,0.0,0.0
평택시,1.0,0,1,0,0,0,0.0,1.0,0.0,0.0,0.0
통합교육과정,1.0,0,0,1,1,0,0.0,0.0,1.0,1.0,0.0
진로설계능력,1.0,1,0,0,0,0,1.0,0.0,0.0,0.0,0.0
포함내역,1.0,1,0,1,0,0,1.0,0.0,1.0,0.0,0.0
정착기회,1.0,1,0,1,0,0,1.0,0.0,1.0,0.0,0.0
네덜란드,1.0,1,0,0,0,0,1.0,0.0,0.0,0.0,0.0
성격,2.0,0,0,0,0,1,0.0,0.0,0.0,0.0,2.0
구인조건,1.0,0,1,0,0,1,0.0,1.0,0.0,0.0,1.0
복지향상,1.0,1,0,0,1,0,1.0,0.0,0.0,1.0,0.0
바이오기업,2.0,0,0,1,1,0,0.0,0.0,2.0,1.0,0.0
남부여,1.0,0,0,0,0,1,0.0,0.0,0.0,0.0,1.0
환경정비,1.0,1,0,0,0,0,1.0,0.0,0.0,0.0,0.0
면접과정,1.0,0,1,0,0,1,0.0,1.0,0.0,0.0,1.0
면접완성,1.0,0,1,0,0,0,0.0,1.0,0.0,0.0,0.0
전액지급,1.0,1,0,0,1,0,1.0,0.0,0.0,1.0,0.0
리크루트,1.0,0,1,1,0,0,0.0,1.0,1.0,0.0,0.0
교내,1.0,0,0,0,0,1,0.0,0.0,0.0,0.0,1.0
연계강좌,1.0,0,0,1,1,0,0.0,0.0,1.0,1.0,0.0
시설설치,1.0,0,0,0,0,1,0.0,0.0,0.0,0.0,1.0
운영사업지원,1.0,0,0,0,0,1,0.0,0.0,0.0,0.0,1.0
산학프로젝트,2.0,0,0,1,1,0,0.0,0.0,2.0,2.0,0.0
가치형,1.0,0,0,1,0,0,0.0,0.0,1.0,0.0,0.0
취업동아리,1.0,0,1,0,0,1,0.0,1.0,0.0,0.0,1.0
학습관련,1.0,0,0,1,0,0,0.0,0.0,1.0,0.0,0.0
직속기관,1.0,1,0,0,1,0,1.0,0.0,0.0,1.0,0.0
추진계획,1.0,1,0,0,1,0,1.0,0.0,0.0,1.0,0.0
가입지원,1.0,1,0,0,0,0,1.0,0.0,0.0,0.0,0.0
취업여건,1.0,1,0,0,0,0,1.0,0.0,0.0,0.0,0.0
匠人,1.0,1,0,1,0,0,1.0,0.0,1.0,0.0,0.0
해외취업성공,1.0,1,0,0,0,0,1.0,0.0,0.0,0.0,0.0
자켓,8.0,0,1,0,0,0,0.0,8.0,0.0,0.0,0.0
문화활동,1.0,0,0,1,0,0,0.0,0.0,1.0,0.0,0.0
김제시,1.0,1,0,0,1,0,1.0,0.0,0.0,1.0,0.0
지역전문가,1.0,1,0,1,0,0,1.0,0.0,1.0,0.0,0.0
검사종류,1.0,0,0,0,0,1,0.0,0.0,0.0,0.0,1.0
실패,2.0,1,0,0,0,1,2.0,0.0,0.0,0.0,2.0
소품,3.0,0,1,1,0,0,0.0,2.0,1.0,0.0,0.0
비정규직,1.0,1,0,0,0,0,1.0,0.0,0.0,0.0,0.0
성공담,1.0,0,0,0,0,1,0.0,0.0,0.0,0.0,1.0
포장재,1.0,0,0,0,0,1,0.0,0.0,0.0,0.0,1.0
구직지원금,1.0,1,0,0,0,0,1.0,0.0,0.0,0.0,0.0
대여기간,2.0,0,1,0,0,0,0.0,2.0,0.0,0.0,0.0
협동성,1.0,0,0,1,0,0,0.0,0.0,1.0,0.0,0.0
청년일자리통합센터,2.0,0,0,0,1,0,0.0,0.0,0.0,2.0,0.0
일자리버스,1.0,0,0,0,1,1,0.0,0.0,0.0,1.0,1.0
기초실무교육,1.0,0,0,1,0,0,0.0,0.0,1.0,0.0,0.0
유망직종,1.0,0,0,1,1,0,0.0,0.0,1.0,1.0,0.0
상담연결형,1.0,1,0,0,0,1,1.0,0.0,0.0,0.0,1.0
취업지원특강,1.0,0,0,0,0,1,0.0,0.0,0.0,0.0,1.0
희망옷장,2.0,0,1,0,0,0,0.0,2.0,0.0,0.0,0.0
양산시,1.0,1,0,0,0,0,1.0,0.0,0.0,0.0,0.0
인턴제,1.0,1,0,0,1,0,1.0,0.0,0.0,1.0,0.0
참가활동비,1.0,1,0,0,1,0,1.0,0.0,0.0,1.0,0.0
권익증진,1.0,1,0,0,0,0,1.0,0.0,0.0,0.0,0.0
채용청년,1.0,1,0,0,0,0,1.0,0.0,0.0,0.0,0.0
운영미취업자,1.0,0,1,0,0,1,0.0,1.0,0.0,0.0,1.0
시제품,3.0,0,0,1,1,0,0.0,0.0,3.0,2.0,0.0
구직서류,1.0,0,1,0,0,0,0.0,1.0,0.0,0.0,0.0
제공투자촉진형,1.0,1,0,1,0,0,1.0,0.0,1.0,0.0,0.0
형상모델링,2.0,0,0,1,0,0,0.0,0.0,2.0,0.0,0.0
파견국가,1.0,1,0,1,0,0,1.0,0.0,1.0,0.0,0.0
구인구직활동,1.0,0,0,0,1,1,0.0,0.0,0.0,1.0,1.0
고용실적,1.0,1,0,0,1,0,1.0,0.0,0.0,1.0,0.0
근로조건보호,1.0,0,0,1,0,1,0.0,0.0,1.0,0.0,1.0
장기적,1.0,1,0,0,0,0,1.0,0.0,0.0,0.0,0.0
성과보상금,2.0,1,0,0,1,0,2.0,0.0,0.0,1.0,0.0
합주실,1.0,1,0,0,0,0,1.0,0.0,0.0,0.0,0.0
스트레스,1.0,0,1,0,0,1,0.0,1.0,0.0,0.0,1.0
진로대비,1.0,0,0,0,1,0,0.0,0.0,0.0,1.0,0.0
청년고용창출,1.0,1,0,1,0,0,1.0,0.0,1.0,0.0,0.0
구직비용,4.0,0,1,0,0,0,0.0,4.0,0.0,0.0,0.0
공동운영,1.0,0,0,1,1,0,0.0,0.0,1.0,1.0,0.0
청주시,1.0,0,0,0,1,1,0.0,0.0,0.0,1.0,1.0
모두,1.0,1,0,0,1,0,1.0,0.0,0.0,1.0,0.0
킥오프,1.0,0,0,0,0,1,0.0,0.0,0.0,0.0,1.0
산업전문인력,1.0,0,0,1,0,0,0.0,0.0,1.0,0.0,0.0
청년주간,1.0,0,0,0,0,1,0.0,0.0,0.0,0.0,1.0
현지주민,1.0,1,0,1,0,0,1.0,0.0,1.0,0.0,0.0
과학,1.0,0,0,0,0,1,0.0,0.0,0.0,0.0,1.0
사회보험,1.0,1,0,1,0,0,1.0,0.0,1.0,0.0,0.0
고용유지사업체,1.0,1,0,0,0,0,1.0,0.0,0.0,0.0,0.0
학업,1.0,1,0,0,0,0,1.0,0.0,0.0,0.0,0.0
일반봉사자,1.0,1,0,1,0,0,1.0,0.0,1.0,0.0,0.0
협약기업,1.0,0,0,1,1,0,0.0,0.0,1.0,1.0,0.0
컨설팅사업,1.0,0,0,1,0,1,0.0,0.0,1.0,0.0,1.0
부대비,1.0,1,0,1,0,0,1.0,0.0,1.0,0.0,0.0
역량개발계획,1.0,0,1,0,1,0,0.0,1.0,0.0,1.0,0.0
대리,1.0,0,0,1,0,1,0.0,0.0,1.0,0.0,1.0
현지어심화학습비,1.0,1,0,1,0,0,1.0,0.0,1.0,0.0,0.0
농촌지역,1.0,0,0,0,0,1,0.0,0.0,0.0,0.0,1.0
국제개발협력사업,5.0,1,0,0,0,0,5.0,0.0,0.0,0.0,0.0
체크,1.0,1,0,0,1,0,1.0,0.0,0.0,1.0,0.0
단양군,1.0,1,0,0,0,0,1.0,0.0,0.0,0.0,0.0
포르투갈,1.0,1,0,0,0,0,1.0,0.0,0.0,0.0,0.0
